date,sku,warehouse_id,on_hand_qty,on_order_qty,stockout_flag
2023-10-20,SKU0001,1,61,322,0
2023-10-21,SKU0001,1,56,322,0
2023-10-22,SKU0001,1,43,322,0
2023-10-23,SKU0001,1,36,322,0
2023-10-24,SKU0001,1,27,322,0
2023-10-25,SKU0001,1,339,0,0
2023-10-26,SKU0001,1,327,0,0
2023-10-27,SKU0001,1,316,0,0
2023-10-28,SKU0001,1,305,0,0
2023-10-29,SKU0001,1,295,0,0
2023-10-30,SKU0001,1,287,0,0
2023-10-31,SKU0001,1,278,0,0
2023-11-01,SKU0001,1,265,0,0
2023-11-02,SKU0001,1,251,0,0
2023-11-03,SKU0001,1,244,0,0
2023-11-04,SKU0001,1,233,0,0
2023-11-05,SKU0001,1,226,0,0
2023-11-06,SKU0001,1,219,0,0
2023-11-07,SKU0001,1,206,0,0
2023-11-08,SKU0001,1,188,0,0
2023-11-09,SKU0001,1,185,0,0
2023-11-10,SKU0001,1,171,0,0
2023-11-11,SKU0001,1,162,322,0
2023-11-12,SKU0001,1,153,322,0
2023-11-13,SKU0001,1,141,322,0
2023-11-14,SKU0001,1,129,322,0
2023-11-15,SKU0001,1,113,322,0
2023-11-16,SKU0001,1,102,322,0
2023-11-17,SKU0001,1,97,322,0
2023-11-18,SKU0001,1,84,322,0
2023-11-19,SKU0001,1,76,322,0
2023-11-20,SKU0001,1,65,322,0
2023-11-21,SKU0001,1,54,322,0
2023-11-22,SKU0001,1,40,322,0
2023-11-23,SKU0001,1,30,322,0
2023-11-24,SKU0001,1,23,322,0
2023-11-25,SKU0001,1,16,322,0
2023-11-26,SKU0001,1,5,322,0
2023-11-27,SKU0001,1,311,0,0
2023-11-28,SKU0001,1,305,0,0
2023-11-29,SKU0001,1,295,0,0
2023-11-30,SKU0001,1,286,0,0
2023-12-01,SKU0001,1,274,0,0
2023-12-02,SKU0001,1,262,0,0
2023-12-03,SKU0001,1,247,0,0
2023-12-04,SKU0001,1,234,0,0
2023-12-05,SKU0001,1,222,0,0
2023-12-06,SKU0001,1,215,0,0
2023-12-07,SKU0001,1,199,0,0
2023-12-08,SKU0001,1,194,0,0
2023-12-09,SKU0001,1,184,0,0
2023-12-10,SKU0001,1,176,0,0
2023-12-11,SKU0001,1,161,322,0
2023-12-12,SKU0001,1,149,322,0
2023-12-13,SKU0001,1,138,322,0
2023-12-14,SKU0001,1,127,322,0
2023-12-15,SKU0001,1,120,322,0
2023-12-16,SKU0001,1,106,322,0
2023-12-17,SKU0001,1,94,322,0
2023-12-18,SKU0001,1,78,322,0
2023-12-19,SKU0001,1,65,322,0
2023-12-20,SKU0001,1,56,322,0
2023-12-21,SKU0001,1,43,322,0
2023-12-22,SKU0001,1,33,322,0
2023-12-23,SKU0001,1,24,322,0
2023-12-24,SKU0001,1,14,322,0
2023-12-25,SKU0001,1,3,322,0
2023-12-26,SKU0001,1,0,322,1
2023-12-27,SKU0001,1,308,0,0
2023-12-28,SKU0001,1,294,0,0
2023-12-29,SKU0001,1,279,0,0
2023-12-30,SKU0001,1,266,0,0
2023-12-31,SKU0001,1,253,0,0
2023-01-01,SKU0001,2,544,0,0
2023-01-02,SKU0001,2,520,0,0
2023-01-03,SKU0001,2,506,0,0
2023-01-04,SKU0001,2,491,0,0
2023-01-05,SKU0001,2,482,0,0
2023-01-06,SKU0001,2,464,0,0
2023-01-07,SKU0001,2,443,0,0
2023-01-08,SKU0001,2,432,0,0
2023-01-09,SKU0001,2,414,0,0
2023-01-10,SKU0001,2,398,0,0
2023-01-11,SKU0001,2,386,0,0
2023-01-12,SKU0001,2,369,0,0
2023-01-13,SKU0001,2,354,0,0
2023-01-14,SKU0001,2,339,0,0
2023-01-15,SKU0001,2,321,0,0
2023-01-16,SKU0001,2,310,0,0
2023-01-17,SKU0001,2,293,0,0
2023-01-18,SKU0001,2,276,509,0
2023-01-19,SKU0001,2,269,509,0
2023-01-20,SKU0001,2,249,509,0
2023-01-21,SKU0001,2,234,509,0
2023-01-22,SKU0001,2,216,509,0
2023-01-23,SKU0001,2,199,509,0
2023-01-24,SKU0001,2,179,509,0
2023-01-25,SKU0001,2,167,509,0
2023-01-26,SKU0001,2,153,509,0
2023-01-27,SKU0001,2,137,509,0
2023-01-28,SKU0001,2,122,509,0
2023-01-29,SKU0001,2,103,509,0
2023-01-30,SKU0001,2,86,509,0
2023-01-31,SKU0001,2,64,509,0
2023-02-01,SKU0001,2,46,509,0
2023-02-02,SKU0001,2,31,509,0
2023-02-03,SKU0001,2,526,0,0
2023-02-04,SKU0001,2,508,0,0
2023-02-05,SKU0001,2,496,0,0
2023-02-06,SKU0001,2,483,0,0
2023-02-07,SKU0001,2,465,0,0
2023-02-08,SKU0001,2,452,0,0
2023-02-09,SKU0001,2,438,0,0
2023-02-10,SKU0001,2,428,0,0
2023-02-11,SKU0001,2,423,0,0
2023-02-12,SKU0001,2,418,0,0
2023-02-13,SKU0001,2,404,0,0
2023-02-14,SKU0001,2,387,0,0
2023-02-15,SKU0001,2,380,0,0
2023-02-16,SKU0001,2,371,0,0
2023-02-17,SKU0001,2,359,0,0
2023-02-18,SKU0001,2,346,0,0
2023-02-19,SKU0001,2,334,0,0
2023-02-20,SKU0001,2,314,0,0
2023-02-21,SKU0001,2,304,0,0
2023-02-22,SKU0001,2,282,509,0
2023-02-23,SKU0001,2,267,509,0
2023-02-24,SKU0001,2,255,509,0
2023-02-25,SKU0001,2,245,509,0
2023-02-26,SKU0001,2,231,509,0
2023-02-27,SKU0001,2,220,509,0
2023-02-28,SKU0001,2,209,509,0
2023-03-01,SKU0001,2,190,509,0
2023-03-02,SKU0001,2,181,509,0
2023-03-03,SKU0001,2,168,509,0
2023-03-04,SKU0001,2,154,509,0
2023-03-05,SKU0001,2,133,509,0
2023-03-06,SKU0001,2,123,509,0
2023-03-07,SKU0001,2,108,509,0
2023-03-08,SKU0001,2,90,509,0
2023-03-09,SKU0001,2,78,509,0
2023-03-10,SKU0001,2,576,0,0
2023-03-11,SKU0001,2,566,0,0
2023-03-12,SKU0001,2,550,0,0
2023-03-13,SKU0001,2,540,0,0
2023-03-14,SKU0001,2,528,0,0
2023-03-15,SKU0001,2,515,0,0
2023-03-16,SKU0001,2,504,0,0
2023-03-17,SKU0001,2,488,0,0
2023-03-18,SKU0001,2,475,0,0
2023-03-19,SKU0001,2,456,0,0
2023-03-20,SKU0001,2,441,0,0
2023-03-21,SKU0001,2,434,0,0
2023-03-22,SKU0001,2,425,0,0
2023-03-23,SKU0001,2,416,0,0
2023-03-24,SKU0001,2,402,0,0
2023-03-25,SKU0001,2,389,0,0
2023-03-26,SKU0001,2,380,0,0
2023-03-27,SKU0001,2,367,0,0
2023-03-28,SKU0001,2,354,0,0
2023-03-29,SKU0001,2,334,0,0
2023-03-30,SKU0001,2,324,0,0
2023-03-31,SKU0001,2,308,0,0
2023-04-01,SKU0001,2,298,0,0
2023-04-02,SKU0001,2,291,509,0
2023-04-03,SKU0001,2,282,509,0
2023-04-04,SKU0001,2,267,509,0
2023-04-05,SKU0001,2,250,509,0
2023-04-06,SKU0001,2,240,509,0
2023-04-07,SKU0001,2,225,509,0
2023-04-08,SKU0001,2,216,509,0
2023-04-09,SKU0001,2,207,509,0
2023-04-10,SKU0001,2,189,509,0
2023-04-11,SKU0001,2,176,509,0
2023-04-12,SKU0001,2,162,509,0
2023-04-13,SKU0001,2,145,509,0
2023-04-14,SKU0001,2,130,509,0
2023-04-15,SKU0001,2,116,509,0
2023-04-16,SKU0001,2,108,509,0
2023-04-17,SKU0001,2,90,509,0
2023-04-18,SKU0001,2,588,0,0
2023-04-19,SKU0001,2,579,0,0
2023-04-20,SKU0001,2,560,0,0
2023-04-21,SKU0001,2,544,0,0
2023-04-22,SKU0001,2,531,0,0
2023-04-23,SKU0001,2,520,0,0
2023-04-24,SKU0001,2,504,0,0
2023-04-25,SKU0001,2,493,0,0
2023-04-26,SKU0001,2,472,0,0
2023-04-27,SKU0001,2,449,0,0
2023-04-28,SKU0001,2,433,0,0
2023-04-29,SKU0001,2,421,0,0
2023-04-30,SKU0001,2,406,0,0
2023-05-01,SKU0001,2,394,0,0
2023-05-02,SKU0001,2,376,0,0
2023-05-03,SKU0001,2,366,0,0
2023-05-04,SKU0001,2,356,0,0
2023-05-05,SKU0001,2,341,0,0
2023-05-06,SKU0001,2,326,0,0
2023-05-07,SKU0001,2,309,0,0
2023-05-08,SKU0001,2,293,0,0
2023-05-09,SKU0001,2,283,509,0
2023-05-10,SKU0001,2,274,509,0
2023-05-11,SKU0001,2,266,509,0
2023-05-12,SKU0001,2,251,509,0
2023-05-13,SKU0001,2,241,509,0
2023-05-14,SKU0001,2,233,509,0
2023-05-15,SKU0001,2,224,509,0
2023-05-16,SKU0001,2,209,509,0
2023-05-17,SKU0001,2,193,509,0
2023-05-18,SKU0001,2,180,509,0
2023-05-19,SKU0001,2,166,509,0
2023-05-20,SKU0001,2,160,509,0
2023-05-21,SKU0001,2,145,509,0
2023-05-22,SKU0001,2,125,509,0
2023-05-23,SKU0001,2,110,509,0
2023-05-24,SKU0001,2,95,509,0
2023-05-25,SKU0001,2,590,0,0
2023-05-26,SKU0001,2,576,0,0
2023-05-27,SKU0001,2,564,0,0
2023-05-28,SKU0001,2,554,0,0
2023-05-29,SKU0001,2,545,0,0
2023-05-30,SKU0001,2,534,0,0
2023-05-31,SKU0001,2,525,0,0
2023-06-01,SKU0001,2,508,0,0
2023-06-02,SKU0001,2,492,0,0
2023-06-03,SKU0001,2,474,0,0
2023-06-04,SKU0001,2,465,0,0
2023-06-05,SKU0001,2,452,0,0
2023-06-06,SKU0001,2,435,0,0
2023-06-07,SKU0001,2,414,0,0
2023-06-08,SKU0001,2,399,0,0
2023-06-09,SKU0001,2,388,0,0
2023-06-10,SKU0001,2,371,0,0
2023-06-11,SKU0001,2,356,0,0
2023-06-12,SKU0001,2,342,0,0
2023-06-13,SKU0001,2,324,0,0
2023-06-14,SKU0001,2,312,0,0
2023-06-15,SKU0001,2,298,0,0
2023-06-16,SKU0001,2,284,509,0
2023-06-17,SKU0001,2,275,509,0
2023-06-18,SKU0001,2,256,509,0
2023-06-19,SKU0001,2,245,509,0
2023-06-20,SKU0001,2,235,509,0
2023-06-21,SKU0001,2,220,509,0
2023-06-22,SKU0001,2,208,509,0
2023-06-23,SKU0001,2,201,509,0
2023-06-24,SKU0001,2,193,509,0
2023-06-25,SKU0001,2,182,509,0
2023-06-26,SKU0001,2,165,509,0
2023-06-27,SKU0001,2,148,509,0
2023-06-28,SKU0001,2,140,509,0
2023-06-29,SKU0001,2,122,509,0
2023-06-30,SKU0001,2,107,509,0
2023-07-01,SKU0001,2,97,509,0
2023-07-02,SKU0001,2,596,0,0
2023-07-03,SKU0001,2,586,0,0
2023-07-04,SKU0001,2,575,0,0
2023-07-05,SKU0001,2,560,0,0
2023-07-06,SKU0001,2,541,0,0
2023-07-07,SKU0001,2,529,0,0
2023-07-08,SKU0001,2,520,0,0
2023-07-09,SKU0001,2,514,0,0
2023-07-10,SKU0001,2,501,0,0
2023-07-11,SKU0001,2,488,0,0
2023-07-12,SKU0001,2,478,0,0
2023-07-13,SKU0001,2,467,0,0
2023-07-14,SKU0001,2,458,0,0
2023-07-15,SKU0001,2,443,0,0
2023-07-16,SKU0001,2,438,0,0
2023-07-17,SKU0001,2,430,0,0
2023-07-18,SKU0001,2,415,0,0
2023-07-19,SKU0001,2,404,0,0
2023-07-20,SKU0001,2,387,0,0
2023-07-21,SKU0001,2,375,0,0
2023-07-22,SKU0001,2,364,0,0
2023-07-23,SKU0001,2,340,0,0
2023-07-24,SKU0001,2,324,0,0
2023-07-25,SKU0001,2,314,0,0
2023-07-26,SKU0001,2,301,0,0
2023-07-27,SKU0001,2,286,509,0
2023-07-28,SKU0001,2,268,509,0
2023-07-29,SKU0001,2,249,509,0
2023-07-30,SKU0001,2,240,509,0
2023-07-31,SKU0001,2,227,509,0
2023-08-01,SKU0001,2,217,509,0
2023-08-02,SKU0001,2,208,509,0
2023-08-03,SKU0001,2,180,509,0
2023-08-04,SKU0001,2,174,509,0
2023-08-05,SKU0001,2,163,509,0
2023-08-06,SKU0001,2,152,509,0
2023-08-07,SKU0001,2,139,509,0
2023-08-08,SKU0001,2,127,509,0
2023-08-09,SKU0001,2,116,509,0
2023-08-10,SKU0001,2,93,509,0
2023-08-11,SKU0001,2,76,509,0
2023-08-12,SKU0001,2,65,509,0
2023-08-13,SKU0001,2,48,509,0
2023-08-14,SKU0001,2,37,509,0
2023-08-15,SKU0001,2,16,509,0
2023-08-16,SKU0001,2,6,509,0
2023-08-17,SKU0001,2,0,509,1
2023-08-18,SKU0001,2,0,509,1
2023-08-19,SKU0001,2,0,509,1
2023-08-20,SKU0001,2,0,509,1
2023-08-21,SKU0001,2,0,509,1
2023-08-22,SKU0001,2,0,509,1
2023-08-23,SKU0001,2,0,509,1
2023-08-24,SKU0001,2,0,509,1
2023-08-25,SKU0001,2,0,509,1
2023-08-26,SKU0001,2,0,509,1
2023-08-27,SKU0001,2,0,509,1
2023-08-28,SKU0001,2,0,509,1
2023-08-29,SKU0001,2,0,509,1
2023-08-30,SKU0001,2,0,509,1
2023-08-31,SKU0001,2,0,509,1
2023-09-01,SKU0001,2,0,509,1
2023-09-02,SKU0001,2,0,509,1
2023-09-03,SKU0001,2,0,509,1
2023-09-04,SKU0001,2,0,509,1
2023-09-05,SKU0001,2,0,509,1
2023-09-06,SKU0001,2,0,509,1
2023-09-07,SKU0001,2,0,509,1
2023-09-08,SKU0001,2,0,509,1
2023-09-09,SKU0001,2,0,509,1
2023-09-10,SKU0001,2,0,509,1
2023-09-11,SKU0001,2,0,509,1
2023-09-12,SKU0001,2,0,509,1
2023-09-13,SKU0001,2,0,509,1
2023-09-14,SKU0001,2,0,509,1
2023-09-15,SKU0001,2,494,0,0
2023-09-16,SKU0001,2,475,0,0
2023-09-17,SKU0001,2,465,0,0
2023-09-18,SKU0001,2,448,0,0
2023-09-19,SKU0001,2,438,0,0
2023-09-20,SKU0001,2,416,0,0
2023-09-21,SKU0001,2,400,0,0
2023-09-22,SKU0001,2,382,0,0
2023-09-23,SKU0001,2,366,0,0
2023-09-24,SKU0001,2,355,0,0
2023-09-25,SKU0001,2,342,0,0
2023-09-26,SKU0001,2,330,0,0
2023-09-27,SKU0001,2,324,0,0
2023-09-28,SKU0001,2,311,0,0
2023-09-29,SKU0001,2,296,0,0
2023-09-30,SKU0001,2,285,509,0
2023-10-01,SKU0001,2,273,509,0
2023-10-02,SKU0001,2,257,509,0
2023-10-03,SKU0001,2,239,509,0
2023-10-04,SKU0001,2,226,509,0
2023-10-05,SKU0001,2,207,509,0
2023-10-06,SKU0001,2,194,509,0
2023-10-07,SKU0001,2,179,509,0
2023-10-08,SKU0001,2,171,509,0
2023-10-09,SKU0001,2,160,509,0
2023-10-10,SKU0001,2,141,509,0
2023-10-11,SKU0001,2,128,509,0
2023-10-12,SKU0001,2,115,509,0
2023-10-13,SKU0001,2,104,509,0
2023-10-14,SKU0001,2,88,509,0
2023-10-15,SKU0001,2,75,509,0
2023-10-16,SKU0001,2,568,0,0
2023-10-17,SKU0001,2,547,0,0
2023-10-18,SKU0001,2,531,0,0
2023-10-19,SKU0001,2,515,0,0
2023-10-20,SKU0001,2,500,0,0
2023-10-21,SKU0001,2,486,0,0
2023-10-22,SKU0001,2,473,0,0
2023-10-23,SKU0001,2,466,0,0
2023-10-24,SKU0001,2,452,0,0
2023-10-25,SKU0001,2,440,0,0
